 5.00000000e-01  5.00000000e-01  5.00000000e-01  8.48433253e-02 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  1.87249550e-01 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  3.21235069e-01 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  4.66259915e-01 
 9.00000000e-01  9.00000000e-01  9.00000000e-01  6.03093939e-01 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  7.28796468e-01 
 1.10000000e+00  1.10000000e+00  1.10000000e+00  8.46368536e-01 
 1.20000000e+00  1.20000000e+00  1.20000000e+00  9.58112788e-01 
 1.30000000e+00  1.30000000e+00  1.30000000e+00  1.00048013e+00 
 1.40000000e+00  1.40000000e+00  1.40000000e+00  1.00201067e+00 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  1.00307718e+00 
 1.60000000e+00  1.60000000e+00  1.60000000e+00  1.00400699e+00 
 1.70000000e+00  1.70000000e+00  1.70000000e+00  1.00485696e+00 
 1.80000000e+00  1.80000000e+00  1.80000000e+00  1.00565428e+00 
 1.90000000e+00  1.90000000e+00  1.90000000e+00  1.00641367e+00 
 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.00714218e+00 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.00784392e+00 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.00852180e+00 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  1.00917846e+00 
 2.40000000e+00  2.40000000e+00  2.40000000e+00  1.00981709e+00 
 2.50000000e+00  2.50000000e+00  2.50000000e+00  1.01044218e+00 
 2.60000000e+00  2.60000000e+00  2.60000000e+00  1.01106063e+00 
 2.70000000e+00  2.70000000e+00  2.70000000e+00  1.01168288e+00 
 2.80000000e+00  2.80000000e+00  2.80000000e+00  1.01232460e+00 
 2.90000000e+00  2.90000000e+00  2.90000000e+00  1.01300873e+00 
 3.00000000e+00  3.00000000e+00  3.00000000e+00  1.01376846e+00 
 3.10000000e+00  3.10000000e+00  3.10000000e+00  1.01465138e+00 
 3.20000000e+00  3.20000000e+00  3.20000000e+00  1.01572554e+00 
 3.30000000e+00  3.30000000e+00  3.30000000e+00  1.01708787e+00 
 3.40000000e+00  3.40000000e+00  3.40000000e+00  1.01887498e+00 
 3.50000000e+00  3.50000000e+00  3.50000000e+00  1.02127497e+00 
 3.60000000e+00  3.60000000e+00  3.60000000e+00  1.02453740e+00 
 3.70000000e+00  3.70000000e+00  3.70000000e+00  1.02897943e+00 
 3.80000000e+00  3.80000000e+00  3.80000000e+00  1.03499484e+00 
 3.90000000e+00  3.90000000e+00  3.90000000e+00  1.04309942e+00 
 4.00000000e+00  4.00000000e+00  4.00000000e+00  1.05415375e+00 
 4.10000000e+00  4.10000000e+00  4.10000000e+00  1.07143886e+00 
 4.20000000e+00  4.20000000e+00  4.20000000e+00  1.56378022e+00 
 4.30000000e+00  4.30000000e+00  4.30000000e+00  1.92649368e+00 
 4.40000000e+00  4.40000000e+00  4.40000000e+00  2.31136870e+00 
 4.50000000e+00  4.50000000e+00  4.50000000e+00  2.71103279e+00 
 4.60000000e+00  4.60000000e+00  4.60000000e+00  3.11429276e+00 
 4.70000000e+00  4.70000000e+00  4.70000000e+00  3.49933892e+00 
 4.80000000e+00  4.80000000e+00  4.80000000e+00  3.82223780e+00 
 4.90000000e+00  4.90000000e+00  4.90000000e+00  4.04761751e+00 
 5.00000000e+00  5.00000000e+00  5.00000000e+00  4.21989743e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  8.53875161e-02 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  1.87737900e-01 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  3.21712088e-01 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  4.66667783e-01 
 9.00000000e-01  9.00000000e-01  9.00000000e-01  6.03412798e-01 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  7.29051443e-01 
 1.10000000e+00  1.10000000e+00  1.10000000e+00  8.46581320e-01 
 1.20000000e+00  1.20000000e+00  1.20000000e+00  9.58252693e-01 
 1.30000000e+00  1.30000000e+00  1.30000000e+00  9.94687721e-01 
 1.40000000e+00  1.40000000e+00  1.40000000e+00  9.96134343e-01 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  9.97175289e-01 
 1.60000000e+00  1.60000000e+00  1.60000000e+00  9.98086914e-01 
 1.70000000e+00  1.70000000e+00  1.70000000e+00  9.98923100e-01 
 1.80000000e+00  1.80000000e+00  1.80000000e+00  9.99709078e-01 
 1.90000000e+00  1.90000000e+00  1.90000000e+00  1.00045845e+00 
 2.00000000e+00  2.00000000e+00  2.00000000e+00  1.00117775e+00 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  1.00187086e+00 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  1.00254056e+00 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  1.00318943e+00 
 2.40000000e+00  2.40000000e+00  2.40000000e+00  1.00382064e+00 
 2.50000000e+00  2.50000000e+00  2.50000000e+00  1.00443873e+00 
 2.60000000e+00  2.60000000e+00  2.60000000e+00  1.00505067e+00 
 2.70000000e+00  2.70000000e+00  2.70000000e+00  1.00566705e+00 
 2.80000000e+00  2.80000000e+00  2.80000000e+00  1.00630370e+00 
 2.90000000e+00  2.90000000e+00  2.90000000e+00  1.00698382e+00 
 3.00000000e+00  3.00000000e+00  3.00000000e+00  1.00774088e+00 
 3.10000000e+00  3.10000000e+00  3.10000000e+00  1.00862273e+00 
 3.20000000e+00  3.20000000e+00  3.20000000e+00  1.00969762e+00 
 3.30000000e+00  3.30000000e+00  3.30000000e+00  1.01106245e+00 
 3.40000000e+00  3.40000000e+00  3.40000000e+00  1.01285337e+00 
 3.50000000e+00  3.50000000e+00  3.50000000e+00  1.01525737e+00 
 3.60000000e+00  3.60000000e+00  3.60000000e+00  1.01852216e+00 
 3.70000000e+00  3.70000000e+00  3.70000000e+00  1.02296268e+00 
 3.80000000e+00  3.80000000e+00  3.80000000e+00  1.02897154e+00 
 3.90000000e+00  3.90000000e+00  3.90000000e+00  1.03706941e+00 
 4.00000000e+00  4.00000000e+00  4.00000000e+00  1.04814891e+00 
 4.10000000e+00  4.10000000e+00  4.10000000e+00  1.06594263e+00 
 4.20000000e+00  4.20000000e+00  4.20000000e+00  1.57702275e+00 
 4.30000000e+00  4.30000000e+00  4.30000000e+00  1.94025672e+00 
 4.40000000e+00  4.40000000e+00  4.40000000e+00  2.32549066e+00 
 4.50000000e+00  4.50000000e+00  4.50000000e+00  2.72522321e+00 
 4.60000000e+00  4.60000000e+00  4.60000000e+00  3.12804258e+00 
 4.70000000e+00  4.70000000e+00  4.70000000e+00  3.51137402e+00 
 4.80000000e+00  4.80000000e+00  4.80000000e+00  3.83064721e+00 
 4.90000000e+00  4.90000000e+00  4.90000000e+00  4.05246999e+00 
 5.00000000e+00  5.00000000e+00  5.00000000e+00  4.22290160e+00 
 5.00000000e-01  5.00000000e-01  5.00000000e-01  8.45360087e-02 
 6.00000000e-01  6.00000000e-01  6.00000000e-01  1.86375937e-01 
 7.00000000e-01  7.00000000e-01  7.00000000e-01  3.20051806e-01 
 8.00000000e-01  8.00000000e-01  8.00000000e-01  4.65149191e-01 
 9.00000000e-01  9.00000000e-01  9.00000000e-01  6.02200159e-01 
 1.00000000e+00  1.00000000e+00  1.00000000e+00  7.28073562e-01 
 1.10000000e+00  1.10000000e+00  1.10000000e+00  8.45759105e-01 
 1.20000000e+00  1.20000000e+00  1.20000000e+00  9.57412267e-01 
 1.30000000e+00  1.30000000e+00  1.30000000e+00  9.87777612e-01 
 1.40000000e+00  1.40000000e+00  1.40000000e+00  9.89239662e-01 
 1.50000000e+00  1.50000000e+00  1.50000000e+00  9.90315430e-01 
 1.60000000e+00  1.60000000e+00  1.60000000e+00  9.91253274e-01 
 1.70000000e+00  1.70000000e+00  1.70000000e+00  9.92112779e-01 
 1.80000000e+00  1.80000000e+00  1.80000000e+00  9.92919568e-01 
 1.90000000e+00  1.90000000e+00  1.90000000e+00  9.93687341e-01 
 2.00000000e+00  2.00000000e+00  2.00000000e+00  9.94422984e-01 
 2.10000000e+00  2.10000000e+00  2.10000000e+00  9.95130702e-01 
 2.20000000e+00  2.20000000e+00  2.20000000e+00  9.95813569e-01 
 2.30000000e+00  2.30000000e+00  2.30000000e+00  9.96474443e-01 
 2.40000000e+00  2.40000000e+00  2.40000000e+00  9.97116735e-01 
 2.50000000e+00  2.50000000e+00  2.50000000e+00  9.97745246e-01 
 2.60000000e+00  2.60000000e+00  2.60000000e+00  9.98367188e-01 
 2.70000000e+00  2.70000000e+00  2.70000000e+00  9.98993432e-01 
